original_index,Individual,Phase,Round,Puzzler,Cohort,Team_ID,Frustrated,upset,hostile,alert,ashamed,inspired,nervous,attentive,afraid,active,determined,EDA_tonic_power,EDA_phasic_power,EDA_phasic_tonic_ratio,EDA_rolling_slope,EDA_phasic_rolling_slope,EDA_first_half_mean,EDA_second_half_mean,EDA_half_diff,EDA_phasic_peak_count_raw,HR_rolling_slope,HR_first_half_mean,HR_second_half_mean,HR_half_diff,HR_diff_rmssd_proxy,HR_HF_power,HR_LF_HF_ratio,TEMP_rolling_slope,TEMP_half_diff,TEMP_initial_slope,TEMP_overall_slope
53,5,phase1,round_2,0,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,0.025966032421665924,0.009411900668904134,0.362469726451196,-0.6582302645140744,-0.01775824435605526,8.393358002169695,6.606453815411446,-1.7869041867582487,4,5.870966666666658,75.21171779141106,92.17638036809817,16.964662576687104,0.42264114620034166,0.001083488361751564,15.910816565010597,0.020899999999995773,0.04828220858895804,0.0003852844667441936,8.089082692173097e-05
54,5,phase3,round_4,0,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,0.17159276915391272,0.0469651228255982,0.273701060115605,1.7105393236043118,-0.0046077407860567205,9.083256660835163,13.193367631623358,4.110110970788195,13,-2.100616666666668,72.13258278145693,67.625,-4.507582781456932,0.12834272205557948,0.0009548962517176634,28.02966807966258,-0.07085833333333469,-0.18864686468646852,-0.0008389555374225292,-0.00028446318068149135
55,5,phase2,round_4,0,D1_6,D1_6_Team13,4.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,0.017759735686520506,0.009955350106908411,0.5605573350094641,0.09527104199845912,-0.0181950631740887,6.812040575656119,7.107132172761164,0.29509159710504473,8,-1.9168500000000037,76.06909677419354,70.30445161290322,-5.764645161290318,0.1551301781352836,0.0006047476528055052,51.18523195432514,-0.0990875000000027,-0.2940483870967654,0.0007947707425475856,-0.0004165808552500412
56,5,phase1,round_4,0,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,0.017973156096410346,0.00578605281750022,0.3219274782048896,-0.04986417254974188,-0.013603379104388002,6.0638511200771905,5.864739009783812,-0.19911211029337839,8,-7.979300000000003,85.53738562091505,68.39967320261438,-17.137712418300666,0.6363976486546086,0.0012705253199673658,41.97348522798789,0.0048166666666673245,0.007320261437911313,1.8055869025616024e-05,4.3884765680600956e-05
57,5,phase3,round_1,0,D1_6,D1_6_Team13,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,0.024438609425570725,0.00781509732755544,0.31978486138324663,-0.2560947819702231,-0.018682339630136748,8.56354230263874,7.799558335923411,-0.7639839667153296,8,-3.0230333333333363,74.88685897435897,64.76579617834395,-10.121062796015025,0.17055903557239233,0.00046784309232703606,27.03614302153525,0.02839999999999638,0.11142591693290882,-0.000844302852479998,0.00010142116594263148
58,5,phase2,round_1,0,D1_6,D1_6_Team13,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,0.0395357299356105,0.03094196706388862,0.7826330034700756,0.28003777561473003,-0.013320296345821043,7.960688545411114,8.645784443554312,0.6850958981431985,17,0.17311666666666442,75.48451219512195,75.01618181818182,-0.4683303769401306,0.10936485144555046,0.0003646100545577048,44.23851964405524,0.022024999999998525,0.059945620840260005,0.0007640367020260619,0.00015801686717282392
59,5,phase1,round_1,0,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,0.11672474669725591,0.005150248608240281,0.04412302235787467,-0.29052213237365765,-0.019100128027969284,8.784642653052511,8.126478757509563,-0.6581638955429483,8,-1.3691666666666704,71.02051948051948,68.41696774193548,-2.6035517385840024,0.10454291357725219,0.0004870456707451035,25.57952057615099,0.026774999999999036,0.04701443535358507,0.0009093821073282429,0.00012724552012685728
60,6,phase3,round_3,1,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05814285531177671,0.017366655573963975,0.2986894173125756,0.6207606312073879,-0.011721274573116624,4.592062663767425,6.185724512155233,1.593661848387808,12,0.5781666666666591,81.49091503267974,82.39792207792208,0.907007045242338,0.10944452738791202,0.0004801585030670769,66.29785197480669,0.0035666666666626825,0.008559836868727189,1.3854407194351095e-05,1.6467194671716386e-05
61,6,phase2,round_3,1,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.004079844952750436,0.00048745362805820185,0.11947846883974941,-0.21930822821199886,-0.009258526057244526,4.9084069559582995,4.3280946463873455,-0.5803123095709539,4,-0.22903333333333556,83.92542483660131,83.19581699346405,-0.7296078431372592,0.12152312064977186,0.0005360042574282058,41.35433698084302,0.016099999999998393,0.03900319283088294,2.444486883461763e-05,6.795647814134347e-05
62,6,phase1,round_3,1,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010395593862521,0.002442147513186038,0.23492140473000364,-0.01920084973863728,-0.00803408757325453,4.518471405601921,4.447649677661615,-0.07082172794030583,3,-13.378216666666678,167.02631578947367,136.85855263157896,-30.16776315789471,0.6467190615363485,0.0011561227636301846,27.4551069494314,0.03333333333333386,0.08408566721581678,0.0001015295404434997,0.00013980489564551356
63,6,phase3,round_2,1,D1_6,D1_6_Team13,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.018706438548213133,0.00560274807949775,0.2995090735768585,-0.3262955672378335,-0.009687002418915958,5.767146486662234,4.896358818658341,-0.8707876680038931,5,2.369716666666669,71.89653594771244,79.66032467532467,7.763788727612237,0.28003617880179077,0.0009975753703060561,28.472492192219317,0.015883333333333208,0.03979765238508293,8.958488862674394e-05,6.795351323282593e-05
64,6,phase2,round_2,1,D1_6,D1_6_Team13,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.004538721777736159,0.0020286394501737334,0.44696272420240435,-0.06552151267366582,-0.011438763687261384,4.804994637906312,4.633769257272653,-0.17122538063365944,6,-0.13773333333333718,83.15562091503267,81.86512987012986,-1.290491044902808,0.13618038786556488,0.0009308692638475122,26.439919332876674,0.013133333333333115,0.033420195439745726,0.00010451570339762886,5.8937410022433346e-05
65,6,phase1,round_2,1,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.011247978736426302,0.00062476192317339,0.05554437271028206,-0.6565273842945014,-0.017760156867823538,7.440514049494899,5.780864639351548,-1.6596494101433512,4,0.4600833333333337,84.79343558282207,85.80823170731706,1.0147961244949926,0.09648102900081024,5.856182100304057e-05,100.23410002271099,0.03344999999999754,0.0879632465543736,0.00021965659126037924,0.00013134044902263952
66,6,phase3,round_4,1,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03750986931639201,0.009399501938167477,0.2505874349730098,-0.07282912448824463,-0.010180591231732268,5.95714689598516,5.652589139507139,-0.30455775647802064,7,0.6443166666666506,82.35894039735099,82.98927631578947,0.630335918438476,0.10800110374711926,0.0001453216506011136,27.61257417094715,-0.012708333333337063,-0.031554755475553975,4.527856386394471e-05,-5.2862196361533305e-05
67,6,phase2,round_4,1,D1_6,D1_6_Team13,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.055161601326520676,0.005431093673541251,0.09845786820786295,-0.12614362765068576,-0.010191292458017606,6.075760485849607,5.8809548450944105,-0.19480564075519613,13,0.029166666666663402,86.80181818181818,86.43967532467532,-0.36214285714285666,0.09046567906088954,9.797149669956151e-05,61.73662380124392,-0.011800000000000798,-0.028071312803888304,-0.00016212087015396527,-4.681014935360315e-05
68,6,phase1,round_4,1,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.017991126355585856,0.0039447527726047754,0.2192610231643454,-0.32664012014281024,-0.013077620594395703,6.438562145225667,5.472240527797887,-0.9663216174277798,6,-0.0593833333333375,80.66294117647058,81.42032679738563,0.7573856209150449,0.08826933448166498,0.00018510997845517558,27.65862241047063,-0.002300000000001068,-0.006274509803930073,-2.7431031788640546e-05,-1.1544503328696957e-05
69,6,phase3,round_1,1,D1_6,D1_6_Team13,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.02754542551970025,0.004960449248035759,0.18008250569547704,-0.4226725267707037,-0.023184128728237673,7.464063438758908,6.578182623264109,-0.885880815494799,5,0.08385000000000245,87.10083333333333,87.49484076433122,0.39400743099788826,0.08334166625004162,5.969599794297578e-05,116.81491870633212,0.00023333333332994468,-0.0017725128205157148,-1.6666956023514788e-05,-1.1085791710051019e-06
70,6,phase2,round_1,1,D1_6,D1_6_Team13,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.22744406260602018,0.037719377705850814,0.16584023901819112,0.7785531055545246,-0.010351090412731061,6.492929615211387,8.406793584400233,1.9138639691888466,14,0.11823333333332495,87.80325301204819,88.2122754491018,0.40902243705360775,0.09822828096186415,0.00029259067422762026,30.731195346644007,0.04335000000000073,0.12845112781954526,8.50014757199626e-05,0.0001844770805502556
71,6,phase1,round_1,1,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.02026345202506441,0.0035772836543822616,0.17653870870360208,-0.28095526543448623,-0.0127178475580046,5.278906383524801,4.617747455733721,-0.6611589277910808,7,0.12204999999999659,91.51354838709678,91.5536129032258,0.0400645161290214,0.09879205712081218,0.00010955985534418815,141.05503433523094,0.04252916666666644,0.10431561996779237,0.00042337540582307624,0.00017546147967599152
72,7,phase3,round_3,1,D1_1,D1_1_Team4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.00023781027257072432,8.744481223641772e-05,0.36770830499095364,0.009207470819986581,-0.0011682013306693849,0.6011350471523929,0.6154371625867877,0.014302115434394858,9,-0.8216833333333325,79.27296052631579,76.43790849673202,-2.835052029583764,0.10733616646582314,0.00015319551504101885,42.19033810981319,0.24263333333333115,0.6349459901800358,-0.0008976544731679862,0.0009744625607897344
73,7,phase2,round_3,1,D1_1,D1_1_Team4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,0.0001317375639426603,4.87174643842639e-05,0.3698069322541027,-0.013799200736466288,-0.001435386951396946,0.7298059422596579,0.6991084810121213,-0.030697461247536584,11,-0.7575166666666663,71.59993750000001,70.5403125,-1.0596250000000111,0.1412450237700851,0.00020784124951503386,65.83243660519733,-0.08941666666666814,-0.24618749999999778,-0.0004238268025486612,-0.00037393043452782883
74,7,phase1,round_3,1,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.00013294214672132562,5.029594056389026e-05,0.37832953509710515,-0.03371747505005519,-0.0018018762312556834,0.9309016204032354,0.8422718831564139,-0.08862973724682155,7,-1.8566166666666792,75.65895424836602,70.86692810457517,-4.792026143790849,0.17536472531625588,0.00016613793828314073,90.85408811839667,-0.021100000000002693,-0.033074863878994165,-0.0002953523498671468,-8.673336166716776e-05
75,7,phase3,round_2,1,D1_1,D1_1_Team4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.00019634768177178712,9.891204325152272e-05,0.5037596693730623,-0.03204348942436039,-0.002567323696823519,1.0858019913439874,0.989337086514383,-0.09646490482960435,4,0.6371999999999938,78.848,78.64993975903614,-0.198060240963855,0.18509538900335418,0.0004259632841946921,55.10551172877259,0.19256666666666292,0.442919818456879,0.0009986327887638452,0.0005958947957015317
76,7,phase2,round_2,1,D1_1,D1_1_Team4,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,0.000578289587378633,0.00014948671902405617,0.2584980298567615,-0.003389974873812776,-0.002125364179080512,1.3751633012913158,1.3517418537831023,-0.02342144750821351,7,3.054299999999995,73.38924999999999,81.36975,7.980500000000006,0.1839977511106947,0.00041997477235766745,75.63775940512267,-0.108166666666669,-0.25740302490667233,-0.0007748051181443875,-0.0004154857488941687
77,7,phase1,round_2,1,D1_1,D1_1_Team4,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.00018403641325035326,1.4380217486118522e-05,0.07813789256236181,-0.058030236953252004,-0.0027440765071809372,1.2927174233170067,1.14035679242556,-0.1523606308914467,6,0.32421666666666205,73.76529411764706,74.94496732026144,1.1796732026143815,0.10592295375010814,6.928449341158555e-05,213.46686041652433,0.23554999999999876,0.6294117647058783,-0.0003704404590357117,0.0009411869408434061
78,7,phase3,round_4,1,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.1623393727628e-05,3.5231579769313407e-06,0.05717241073257835,-0.007648622886615888,-0.001301336179536566,0.6721192000129135,0.641385885353969,-0.030733314658944466,2,-2.087333333333333,80.22686274509803,74.32331168831169,-5.903551056786341,0.12683554273925263,0.00011636458147266095,133.52364754088887,-0.009033333333335948,-0.04006025792944001,-0.00015194708241477405,-2.6937336552623206e-05
79,7,phase2,round_4,1,D1_1,D1_1_Team4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.00014734648413501593,3.553999088052501e-05,0.24120012831768115,0.0422681535231779,-0.0011834628605672283,0.6195915998456726,0.7365668569517575,0.11697525710608492,10,1.1483000000000023,71.30166666666668,74.2325,2.930833333333325,0.12221692800901776,0.00032235514189548974,67.21566826520468,-0.01595000000000391,-0.0719871794871807,0.00038132606468854703,-5.406434826473892e-05
80,7,phase1,round_4,1,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.731793775444561e-05,1.8358374556170584e-05,0.387979177187319,0.0056500169201435515,-0.001074585188374153,0.610725433075207,0.6193975876101002,0.008672154534893228,9,0.13149999999998907,72.8977108433735,75.11071856287424,2.2130077195007374,0.1303193482569666,0.00024150879261657153,27.955271416263265,-0.07407500000000115,-0.20735735735735972,0.00022348912307516944,-0.0003029804905894026
81,7,phase3,round_1,1,D1_1,D1_1_Team4,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.01278737346681873,0.0015806473283618496,0.12361000736104145,-0.5872653117805171,-0.011846206543972792,3.9871484094950036,2.454749293601229,-1.5323991158937744,3,-2.4321666666666797,75.46086666666666,69.98226666666666,-5.4786,0.10411275081825062,8.54782873959186e-05,47.53893774203892,0.21316666666666323,0.5391778424847473,0.0007947273390163044,0.0008766194560550619
82,7,phase2,round_1,1,D1_1,D1_1_Team4,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,0.008198662022725556,0.0017222943600166394,0.2100701742848623,0.41315154141118077,-0.0022152670820319987,2.149799464138784,3.144799144585278,0.9949996804464938,16,-1.6932000000000007,77.52064327485381,70.9117441860465,-6.608899088807306,0.19208763838080117,0.0003126222536255661,22.015175469329446,0.027566666666662545,0.19951480070652394,-0.0005053559957638687,0.00023276527601751845
83,7,phase1,round_1,1,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.01997061320978115,0.0026652167458134333,0.1334569308321525,-0.38042979930128895,-0.0056036365334458955,4.845056724156352,3.3167787176365,-1.5282780065198525,11,-0.244184523809525,78.22004484304932,77.34430493273543,-0.8757399103138965,0.09544573138935782,0.00019724976511942307,37.66170249561139,0.08161309523809772,0.3169506726457385,0.0016014861369121926,0.0003178887514403311
84,8,phase3,round_3,0,D1_1,D1_1_Team4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.00010954561319722239,1.2093264267821831e-05,0.11039478364185618,-0.05767441432831723,-0.0011571806939580744,0.4389046050882937,0.2887767872459171,-0.1501278178423766,7,-0.44925000000000426,70.20470588235294,70.19705882352942,-0.007647058823522457,0.11041649912349392,0.00036892818104361405,37.252344827508885,0.03343333333333278,0.1025574168565413,0.00020139238528446462,0.0001355004760836038
85,8,phase2,round_3,0,D1_1,D1_1_Team4,4.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,0.00013958709359712928,2.1732227013589054e-05,0.1556893725168585,0.005513742538348696,-0.0008186898854511506,0.4879615694393463,0.5172261295041523,0.029264560064805933,10,0.48764999999999104,73.76583850931677,76.26279503105592,2.4969565217391505,0.17812890428578995,0.0010501118426034946,35.9220946713801,0.01058333333333086,0.05111801242235714,0.0002797704821264194,0.00011082575018218061
86,8,phase1,round_3,0,D1_1,D1_1_Team4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.292190109992866e-05,2.018148846116585e-06,0.06130110287345946,-0.03691451717084778,-0.0016854319419812504,0.4725908269025142,0.3840548875046455,-0.08853593939786869,3,-8.048266666666681,84.45081081081082,72.59201342281878,-11.858797387992041,0.33346512034467174,0.0013210537585721224,48.21388557370559,-0.026516666666669745,-0.09141985683161735,0.00023208736262774756,-0.00014194756578372596
87,8,phase3,round_2,0,D1_1,D1_1_Team4,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,6.167886681574282e-05,7.344153219208832e-06,0.11907081952637824,-0.027448723177432917,-0.0008798536571773418,0.41391786069154146,0.34760667108194043,-0.06631118960960103,5,-2.6738333333333406,75.41444444444444,70.6559509202454,-4.758493524199039,0.14204090003921613,0.0002873379452328179,42.27977364848762,-0.012033333333333337,-0.06047998103591823,-0.0001877810378651874,-0.00012134803780007719
88,8,phase2,round_2,0,D1_1,D1_1_Team4,5.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,0.0001312186317895989,7.264162402407786e-06,0.055359229884788225,-0.09048159324222908,-0.0016719600547532765,0.8204910544796744,0.581659428283182,-0.23883162619649245,3,-1.1202000000000158,73.39981132075472,70.76597484276729,-2.6338364779874297,0.16976138384448602,0.0006790209788869312,35.23829795526531,0.014799999999995591,0.0540251572327044,-4.500078126336508e-05,7.42207578993597e-05
89,8,phase1,round_2,0,D1_1,D1_1_Team4,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.00010084350275759913,7.899402201790424e-06,0.07833327865235383,-0.06552643082190533,-0.0014920912186193998,0.6641309176706266,0.49431008063246934,-0.16982083703815726,3,-1.3143500000000057,73.2383660130719,71.33823529411765,-1.9001307189542445,0.1373603612854124,0.00011860421985552902,167.94190000129134,0.016116666666667043,0.03749473166244144,0.0002501171895345231,6.176780350240446e-05
90,8,phase3,round_4,0,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.829171062574567e-05,1.3213339886175571e-06,0.014965549758328717,-0.07247090712624327,-0.0012154266599261232,0.425708608252288,0.24441359351363653,-0.18129501473865148,2,0.16261666666666383,68.1490909090909,68.8059090909091,0.6568181818181955,0.06483253295213917,3.8931759708057094e-05,35.57882626703999,0.05516666666666628,0.14038961038961162,0.0003076442299344976,0.00022071769212247272
91,8,phase2,round_4,0,D1_1,D1_1_Team4,5.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,0.00026265580730464695,4.246653291632752e-05,0.16168130205121184,0.0014125424361828914,-0.000817599611839894,0.34468068230278537,0.34466915037056217,-1.1531932223196595e-05,17,-2.58060000000001,68.89519230769231,63.36617834394903,-5.529013963743282,0.1771760315444677,0.001576085533958127,26.741014485872668,-0.04326666666666786,-0.11419364102564344,0.0002925050782130883,-0.00016319985218943343
92,8,phase1,round_4,0,D1_1,D1_1_Team4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.145044804186549e-05,2.8101902340844294e-06,0.03450183886821584,-0.07632620247375457,-0.001298388830631157,0.5512230888239213,0.3574286956334779,-0.19379439319044345,3,-2.9791000000000065,73.24470198675498,66.5294701986755,-6.715231788079478,0.16767315144138492,0.00016155399201184416,29.779181032164118,-0.025016666666668075,-0.06622516556291558,0.0003723675758259337,-0.0001053228752010109
93,8,phase3,round_1,0,D1_1,D1_1_Team4,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0002860918933876321,2.504247914231771e-05,0.08753299104629683,-0.12769636434840204,-0.0036858438674821315,1.0309489695704168,0.729276792243546,-0.3016721773268708,5,-12.315983333333348,88.00832214765099,69.83800000000001,-18.170322147650978,0.3414079612035349,0.0008550604947420745,36.860766898766585,-0.05213333333333503,-0.08841402337228743,-0.0004956683275751705,-0.00015610823812808308
94,8,phase2,round_1,0,D1_1,D1_1_Team4,4.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,0.00024381985796781977,3.4559455912474886e-05,0.14174176049694923,-0.03174571423995121,-0.0012732180995814466,0.6318254073215377,0.5710865942905944,-0.060738813030943306,8,-6.265366666666671,89.43895953757225,64.52798850574713,-24.910971031825113,0.49536318199975754,0.001651802059924082,16.06070025549219,-0.01124166666666853,-0.04359712230215962,-0.00020248615427349235,-8.16175613325782e-05
95,8,phase1,round_1,0,D1_1,D1_1_Team4,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,4.4571130583961474e-05,2.5162862027691e-06,0.056455516604610505,0.0006412701740958035,-0.00036557663458699173,0.3910198072660332,0.3830124110845677,-0.00800739618146551,4,-1.0712559523809548,70.90241071428571,67.39562500000001,-3.506785714285698,0.09940539103759817,0.000411662864000588,61.16911353836511,-0.021708333333333763,-0.1069050279329602,4.131148110211101e-05,-0.00010177058795815814
96,9,phase3,round_3,1,D1_1,D1_1_Team2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.9973840463486855e-05,7.514685467681853e-06,0.12529938735967605,-0.015122767086164987,-0.0005984115242115253,0.35368121097024285,0.3078369867708317,-0.04584422419941114,6,-1.1854833333333337,85.68826666666665,82.8432450331126,-2.8450216335540546,0.14835542906592025,0.00023091327628151016,48.97619549503759,0.04326249999999875,0.12372093023255815,-0.00010934217607937781,0.0001805154749360099
97,9,phase2,round_3,1,D1_1,D1_1_Team2,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0001321945373512094,3.0551790702707234e-05,0.23111235392078572,-0.014136643825015812,-0.0009524456970350656,0.43404688545986136,0.42004815929975836,-0.013998726160103003,7,-0.012566666666674307,79.56624203821656,80.385,0.8187579617834473,0.2308279200235976,0.0009025023233873731,24.82700265948004,0.030049999999996694,0.08171701112878083,5.625097657982063e-06,0.000132141123871974
98,9,phase1,round_3,1,D1_1,D1_1_Team2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0380050010390234e-05,3.4445714413463215e-05,0.6837173525305995,-0.012180796606042012,-0.0016582848929393445,0.5131394579537794,0.49112601822251983,-0.02201343973125952,6,-5.7998000000000225,88.64466216216216,77.49691275167784,-11.147749410484323,0.2997380613225578,0.0004790106552570874,61.81694327820534,0.011983333333335202,0.0663299663299668,-0.00011652980086454613,0.00011484497855278115
99,9,phase3,round_2,1,D1_1,D1_1_Team2,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,8.163331248257258e-05,0.00011018130984707341,1.349710142787546,-0.0037720928402806366,-0.0006084206535900586,0.29307799770844595,0.2941292790925418,0.0010512813840958257,8,-1.0214166666666684,84.65652694610777,82.52511904761903,-2.131407898488746,0.09821612487585091,9.37279378466981e-05,64.0751296969421,0.06911250000000067,0.21274626865671564,0.00021110175523873702,0.00030523919540492755
100,9,phase2,round_2,1,D1_1,D1_1_Team2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,8.168058954599011e-05,1.738463785905575e-05,0.21283683131678868,-0.0071357436476230645,-0.0007345788898245665,0.3657728934339953,0.342952130496278,-0.022820762937717343,8,-0.5223000000000015,83.85559748427673,84.71264150943396,0.8570440251572364,0.1607651264034208,0.00026796457311925495,56.24413674020555,0.07129166666666635,0.18610097449720087,0.0002779562145176135,0.0002919732681231181
101,9,phase1,round_2,1,D1_1,D1_1_Team2,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,7.034799050403598e-05,2.3632223172361362e-05,0.33593316600856626,-0.004356249746745844,-0.0009201589695056976,0.4987733117395839,0.4804334751228856,-0.018339836616698302,11,-0.1590666666666724,85.99019607843137,84.92274509803921,-1.0674509803921524,0.14929341777239852,0.00031374467850801526,70.53395603967023,0.06203333333332829,0.1641875795599148,0.0006123717425650275,0.0002543893906001246
102,9,phase3,round_4,1,D1_1,D1_1_Team2,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.7291905112016563e-06,1.7119558572394773e-06,0.45906902640054026,0.004300476455220236,-0.0008014280779650029,0.5116273555005321,0.5200388212896979,0.00841146578916585,3,0.2848666666666583,89.49552631578948,89.2408552631579,-0.2546710526315792,0.1504152667625447,0.0002084584660730024,38.553469609207596,-0.027883333333330543,-0.06151315789473699,-0.00027819927429300614,-0.0001177129500155705
103,9,phase2,round_4,1,D1_1,D1_1_Team2,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,4.5195463342002685e-06,1.574775600621524e-06,0.3484366536315596,0.0010716944485887427,-0.0010080105212249698,0.4816675176723777,0.4839951614149282,0.0023276437425505114,3,-0.17528333333334484,82.74466666666666,81.34684848484848,-1.397818181818181,0.2252124967514217,0.0003091320245738448,18.60045873866332,0.017049999999999794,0.041575757575763816,0.00030396361047936425,5.9595993799391624e-05
104,9,phase1,round_4,1,D1_1,D1_1_Team2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,3.604823117391026e-05,3.13875432295156e-06,0.08707096633421556,-0.011865953561585261,-0.0009893164256033434,0.4980646020625349,0.4567900116125418,-0.0412745904499931,4,-1.0781666666666707,84.70361963190184,82.81355828220859,-1.890061349693255,0.1515164372905816,0.00022572217659988638,24.026137661746336,0.03872500000000081,0.11341565123971975,-4.2170871021787185e-05,0.0001727595827610744
105,9,phase3,round_1,1,D1_1,D1_1_Team2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,6.259043749271353e-05,1.0247299426386695e-05,0.16371988816310215,-0.0031918332328031156,-0.0010761859274336042,0.28111707746438813,0.28156922041717003,0.00045214295278189764,3,-0.4445380952380885,86.09156756756757,85.74794594594594,-0.34362162162162235,0.1458281648329176,0.00020450580933959727,117.83836820671053,0.0504428571428598,0.1524864864864881,-0.00041332314797130237,0.00020823655194108403
106,9,phase2,round_1,1,D1_1,D1_1_Team2,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.1424707090335659e-05,3.6974970807545206e-06,0.32364042697272233,0.0046176283928697735,-0.00048063048070556624,0.39391384445240746,0.4088644687484399,0.014950624296032444,5,-0.2990380952380858,84.30071428571428,86.21066326530612,1.9099489795918458,0.2114273741189968,0.0006011921130598964,49.60261258840726,0.10109047619047867,0.3118481703026035,0.0006537960728485015,0.0003912461565691087
