original_index,Individual,Phase,Round,Puzzler,Cohort,Team_ID,Frustrated,upset,hostile,alert,ashamed,inspired,nervous,attentive,afraid,active,determined,EDA_tonic_power,EDA_phasic_power,EDA_phasic_tonic_ratio,EDA_rolling_slope,EDA_phasic_rolling_slope,EDA_first_half_mean,EDA_second_half_mean,EDA_half_diff,EDA_phasic_peak_count_raw,HR_rolling_slope,HR_first_half_mean,HR_second_half_mean,HR_half_diff,HR_diff_rmssd_proxy,HR_HF_power,HR_LF_HF_ratio,TEMP_rolling_slope,TEMP_half_diff,TEMP_initial_slope,TEMP_overall_slope
53,5,phase1,round_2,0,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,0.02596603242090025,0.009411900668688933,0.3624697264535966,-0.6582302645140734,-0.0177582443563907,8.393358002169693,6.606453815411447,-1.786904186758246,4,5.870966666666671,75.21171779141106,92.17638036809817,16.964662576687104,0.42264114620034166,0.0010834883617515658,15.910816565010578,0.020900000000000963,0.04828220858895804,0.0003852844667441671,8.089082692170169e-05
54,5,phase3,round_4,0,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,0.1715927691595549,0.046965122825915064,0.27370106010845197,1.7105393236043123,-0.0046077407871900344,9.083256660835161,13.193367631623358,4.110110970788197,13,-2.100616666666658,72.13258278145693,67.625,-4.507582781456932,0.12834272205557948,0.0009548962517176637,28.029668079662574,-0.0708583333333321,-0.18864686468646852,-0.0008389555374226091,-0.00028446318068145866
55,5,phase2,round_4,0,D1_6,D1_6_Team13,4.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,0.01775973568589204,0.009955350106843822,0.5605573350256638,0.09527104199845977,-0.01819506317694412,6.812040575656119,7.107132172761164,0.29509159710504473,8,-1.916849999999996,76.06909677419354,70.30445161290322,-5.764645161290318,0.1551301781352836,0.0006047476528055057,51.185231954325104,-0.09908750000000141,-0.2940483870967654,0.0007947707425475592,-0.0004165808552500503
56,5,phase1,round_4,0,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,0.017973156096465097,0.005786052817659717,0.32192747821278306,-0.04986417254974188,-0.013603379111119097,6.0638511200771905,5.864739009783812,-0.19911211029337839,8,-7.979300000000003,85.53738562091505,68.39967320261438,-17.137712418300666,0.6363976486546086,0.0012705253199673588,41.97348522798811,0.004816666666668621,0.007320261437911313,1.805586902548321e-05,4.388476568056415e-05
57,5,phase3,round_1,0,D1_6,D1_6_Team13,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,0.024438609426020656,0.007815097327542115,0.319784861376814,-0.25609478197022284,-0.018682339631006767,8.56354230263874,7.799558335923411,-0.7639839667153296,8,-3.0230333333333257,74.88685897435897,64.76579617834395,-10.121062796015025,0.17055903557239233,0.0004678430923270362,27.036143021535313,0.028400000000001566,0.11142591693290882,-0.0008443028524801178,0.00010142116594266266
58,5,phase2,round_1,0,D1_6,D1_6_Team13,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,0.039535729937011474,0.030941967063949465,0.7826330034438813,0.28003777561473037,-0.0133202963456771,7.960688545411112,8.645784443554312,0.6850958981432003,17,0.17311666666666703,75.48451219512195,75.01618181818182,-0.4683303769401306,0.10936485144555046,0.0003646100545577053,44.23851964405517,0.022024999999999822,0.059945620840260005,0.0007640367020259824,0.0001580168671728404
59,5,phase1,round_1,0,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,0.11672474669744384,0.005150248608111746,0.04412302235670246,-0.29052213237365665,-0.019100128023493885,8.784642653052511,8.126478757509563,-0.6581638955429483,8,-1.3691666666666626,71.02051948051948,68.41696774193548,-2.6035517385840024,0.10454291357725219,0.00048704567074510396,25.579520576150983,0.026774999999999036,0.04701443535358507,0.0009093821073281768,0.00012724552012687083
60,6,phase3,round_3,1,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.058142855310415104,0.017366655573801706,0.2986894173167795,0.6207606312073881,-0.011721274572994319,4.5920626637674244,6.185724512155232,1.5936618483878071,12,0.578166666666672,81.49091503267974,82.39792207792208,0.907007045242338,0.10944452738791202,0.00048015850306707737,66.2978519748066,0.0035666666666626825,0.008559836868727189,1.3854407194457352e-05,1.6467194671716383e-05
61,6,phase2,round_3,1,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.004079844952653635,0.0004874536280566151,0.11947846884219532,-0.21930822821199855,-0.009258526056437658,4.9084069559582995,4.3280946463873455,-0.5803123095709539,4,-0.22903333333333295,83.92542483660131,83.19581699346405,-0.7296078431372592,0.12152312064977186,0.0005360042574282073,41.35433698084293,0.016099999999998393,0.03900319283088294,2.4444868834484818e-05,6.795647814133884e-05
62,6,phase1,round_3,1,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01039559386237928,0.002442147513180386,0.2349214047326626,-0.01920084973863744,-0.008034087574429796,4.518471405601921,4.447649677661613,-0.07082172794030761,3,-13.378216666666667,167.02631578947367,136.85855263157896,-30.16776315789471,0.6467190615363485,0.0011561227636301846,27.455106949431407,0.03333333333333386,0.08408566721581678,0.00010152954044334034,0.00013980489564552754
63,6,phase3,round_2,1,D1_6,D1_6_Team13,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.01870643854814773,0.005602748079479806,0.29950907357694645,-0.3262955672378335,-0.009687002419654337,5.767146486662235,4.896358818658341,-0.870787668003894,5,2.3697166666666636,71.89653594771244,79.66032467532467,7.763788727612237,0.28003617880179077,0.0009975753703060598,28.472492192219253,0.0158833333333358,0.03979765238508293,8.958488862645178e-05,6.795351323285344e-05
64,6,phase2,round_2,1,D1_6,D1_6_Team13,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.004538721777448211,0.0020286394501758593,0.44696272423122924,-0.06552151267366599,-0.011438763686516805,4.804994637906311,4.633769257272651,-0.17122538063365944,6,-0.13773333333333718,83.15562091503267,81.86512987012986,-1.290491044902808,0.13618038786556488,0.0009308692638475127,26.439919332876666,0.013133333333335709,0.033420195439745726,0.00010451570339757577,5.893741002243333e-05
65,6,phase1,round_2,1,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.011247978736522217,0.0006247619231674386,0.05554437270927931,-0.6565273842945014,-0.017760156867766736,7.440514049494899,5.780864639351548,-1.6596494101433512,4,0.4600833333333337,84.79343558282207,85.80823170731706,1.0147961244949926,0.09648102900081024,5.856182100304086e-05,100.23410002271052,0.03344999999999754,0.0879632465543736,0.00021965659126027304,0.0001313404490226312
66,6,phase3,round_4,1,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.037509869317115196,0.009399501938275103,0.25058743497104774,-0.07282912448824415,-0.010180591231699117,5.95714689598516,5.652589139507139,-0.30455775647802064,7,0.6443166666666635,82.35894039735099,82.98927631578947,0.630335918438476,0.10800110374711926,0.00014532165060111436,27.612574170947024,-0.012708333333334468,-0.031554755475553975,4.527856386391815e-05,-5.2862196361509934e-05
67,6,phase2,round_4,1,D1_6,D1_6_Team13,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.05516160132680506,0.0054310936735473955,0.09845786820746674,-0.12614362765068463,-0.010191292458215814,6.0757604858496075,5.8809548450944105,-0.19480564075519702,13,0.029166666666671184,86.80181818181818,86.43967532467532,-0.36214285714285666,0.09046567906088954,9.797149669956145e-05,61.73662380124398,-0.011800000000000798,-0.028071312803888304,-0.00016212087015401842,-4.68101493536077e-05
68,6,phase1,round_4,1,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.017991126356108503,0.003944752772631515,0.21926102315946208,-0.32664012014280897,-0.013077620591992719,6.438562145225667,5.472240527797887,-0.9663216174277798,6,-0.05938333333333231,80.66294117647058,81.42032679738563,0.7573856209150449,0.08826933448166498,0.00018510997845517537,27.65862241047068,-0.002300000000001068,-0.006274509803930073,-2.7431031788826497e-05,-1.154450332875217e-05
69,6,phase3,round_1,1,D1_6,D1_6_Team13,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.027545425519273293,0.004960449248023505,0.18008250569782347,-0.4226725267707029,-0.02318412872701871,7.464063438758908,6.578182623264109,-0.885880815494799,5,0.08385000000000245,87.10083333333333,87.49484076433122,0.39400743099788826,0.08334166625004162,5.96959979429758e-05,116.8149187063322,0.00023333333332994468,-0.0017725128205157148,-1.6666956023647606e-05,-1.108579171022956e-06
70,6,phase2,round_1,1,D1_6,D1_6_Team13,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.2274440626051099,0.037719377706046636,0.1658402390197158,0.7785531055545248,-0.010351090414798201,6.492929615211387,8.406793584400233,1.9138639691888466,14,0.11823333333333014,87.80325301204819,88.2122754491018,0.40902243705360775,0.09822828096186415,0.0002925906742276204,30.73119534664401,0.04335000000000073,0.12845112781954526,8.500147572001574e-05,0.0001844770805502394
71,6,phase1,round_1,1,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.02026345202472436,0.0035772836543516637,0.17653870870505467,-0.28095526543448623,-0.012717847560482816,5.278906383524801,4.61774745573372,-0.6611589277910817,7,0.12204999999999919,91.51354838709678,91.5536129032258,0.0400645161290214,0.09879205712081218,0.0001095598553441875,141.05503433523177,0.04252916666666644,0.10431561996779237,0.00042337540582297004,0.00017546147967600504
72,7,phase3,round_3,1,D1_1,D1_1_Team4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0002378102725753877,8.744481223675488e-05,0.36770830498516077,0.00920747081998662,-0.0011682013305755847,0.6011350471523927,0.6154371625867877,0.014302115434394969,9,-0.8216833333333325,79.27296052631579,76.43790849673202,-2.835052029583764,0.10733616646582314,0.00015319551504102124,42.190338109812544,0.24263333333333503,0.6349459901800358,-0.0008976544731680263,0.0009744625607897113
73,7,phase2,round_3,1,D1_1,D1_1_Team4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,0.0001317375639379068,4.871746438355048e-05,0.36980693226203104,-0.013799200736466167,-0.001435386950921937,0.729805942259658,0.6991084810121213,-0.030697461247536695,11,-0.7575166666666637,71.59993750000001,70.5403125,-1.0596250000000111,0.1412450237700851,0.00020784124951503247,65.8324366051978,-0.08941666666666295,-0.24618749999999778,-0.0004238268025487144,-0.00037393043452784173
74,7,phase1,round_3,1,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.00013294214672306118,5.0295940562743276e-05,0.37832953508353834,-0.03371747505005519,-0.0018018762310165603,0.9309016204032354,0.8422718831564139,-0.08862973724682155,7,-1.8566166666666637,75.65895424836602,70.86692810457517,-4.792026143790849,0.17536472531625588,0.00016613793828313965,90.85408811839734,-0.021100000000002693,-0.033074863878994165,-0.00029535234986719996,-8.67333616671908e-05
75,7,phase3,round_2,1,D1_1,D1_1_Team4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.00019634768177475412,9.891204325215338e-05,0.5037596693686619,-0.032043489424360354,-0.0025673236967267616,1.0858019913439874,0.9893370865143831,-0.09646490482960424,4,0.6371999999999938,78.848,78.64993975903614,-0.198060240963855,0.18509538900335418,0.0004259632841946929,55.10551172877248,0.1925666666666681,0.442919818456879,0.0009986327887635798,0.0005958947957015152
76,7,phase2,round_2,1,D1_1,D1_1_Team4,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,0.0005782895873738651,0.00014948671902247044,0.25849802985615067,-0.0033899748738127357,-0.0021253641786088203,1.3751633012913158,1.3517418537831023,-0.02342144750821351,7,3.0543000000000053,73.38924999999999,81.36975,7.980500000000006,0.1839977511106947,0.0004199747723576686,75.63775940512247,-0.10816666666666641,-0.25740302490667233,-0.0007748051181444939,-0.0004154857488941169
77,7,phase1,round_2,1,D1_1,D1_1_Team4,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0001840364132501421,1.4380217485467638e-05,0.07813789255891475,-0.058030236953252004,-0.0027440765072630924,1.2927174233170067,1.14035679242556,-0.1523606308914467,6,0.32421666666666465,73.76529411764706,74.94496732026144,1.1796732026143815,0.10592295375010814,6.92844934115848e-05,213.46686041652669,0.23554999999999876,0.6294117647058783,-0.00037044045903576495,0.0009411869408433739
78,7,phase3,round_4,1,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.162339373032303e-05,3.5231579770982117e-06,0.057172410732785894,-0.007648622886615888,-0.001301336179249137,0.6721192000129135,0.641385885353969,-0.030733314658944466,2,-2.0873333333333304,80.22686274509803,74.32331168831169,-5.903551056786341,0.12683554273925263,0.00011636458147266003,133.52364754088987,-0.009033333333333355,-0.04006025792944001,-0.00015194708241473423,-2.6937336552641543e-05
79,7,phase2,round_4,1,D1_1,D1_1_Team4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.00014734648413779352,3.553999088125097e-05,0.24120012831806126,0.042268153523177976,-0.0011834628605514837,0.6195915998456726,0.7365668569517576,0.11697525710608503,10,1.1483000000000103,71.30166666666668,74.2325,2.930833333333325,0.12221692800901776,0.00032235514189548947,67.21566826520476,-0.015950000000000016,-0.0719871794871807,0.000381326064688587,-5.406434826474786e-05
80,7,phase1,round_4,1,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.731793775629832e-05,1.8358374556408234e-05,0.38797917717715025,0.005650016920143471,-0.0010745851888487726,0.610725433075207,0.6193975876101002,0.008672154534893228,9,0.13149999999999426,72.8977108433735,75.11071856287424,2.2130077195007374,0.1303193482569666,0.0002415087926165689,27.955271416263567,-0.07407500000000115,-0.20735735735735972,0.00022348912307499684,-0.0003029804905893823
81,7,phase3,round_1,1,D1_1,D1_1_Team4,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.012787373466804976,0.0015806473283507246,0.12361000736030442,-0.5872653117805166,-0.011846206543604921,3.9871484094950036,2.4547492936012287,-1.5323991158937749,3,-2.432166666666672,75.46086666666666,69.98226666666666,-5.4786,0.10411275081825062,8.547828739591819e-05,47.53893774203918,0.21316666666666842,0.5391778424847473,0.0007947273390163046,0.000876619456055095
82,7,phase2,round_1,1,D1_1,D1_1_Team4,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,0.008198662022384817,0.0017222943599854742,0.21007017428979166,0.41315154141118077,-0.002215267083153336,2.1497994641387836,3.1447991445852788,0.9949996804464951,16,-1.6931999999999956,77.52064327485381,70.9117441860465,-6.608899088807306,0.19208763838080117,0.0003126222536255678,22.01517546932929,0.027566666666666437,0.19951480070652394,-0.0005053559957638688,0.00023276527601752623
83,7,phase1,round_1,1,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.01997061320944971,0.0026652167458227796,0.13345693083483537,-0.3804297993012894,-0.005603636533135546,4.845056724156351,3.3167787176365,-1.5282780065198516,11,-0.244184523809531,78.22004484304932,77.34430493273543,-0.8757399103138965,0.09544573138935782,0.00019724976511942258,37.66170249561149,0.08161309523809104,0.3169506726457385,0.0016014861369120336,0.00031788875144029974
84,8,phase3,round_3,0,D1_1,D1_1_Team4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.00010954561319642714,1.2093264268154229e-05,0.11039478364569193,-0.05767441432831721,-0.0011571806939611544,0.4389046050882937,0.28877678724591704,-0.15012781784237667,7,-0.44924999999999904,70.20470588235294,70.19705882352942,-0.007647058823522457,0.11041649912349392,0.0003689281810436124,37.25234482750905,0.03343333333333667,0.1025574168565413,0.00020139238528446468,0.000135500476083613
85,8,phase2,round_3,0,D1_1,D1_1_Team4,4.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,0.00013958709359336466,2.1732227013838085e-05,0.15568937252284146,0.0055137425383487565,-0.0008186898858523352,0.4879615694393463,0.5172261295041523,0.029264560064805933,10,0.4876499999999988,73.76583850931677,76.26279503105592,2.4969565217391505,0.17812890428578995,0.001050111842603502,35.92209467137986,0.010583333333332156,0.05111801242235714,0.00027977048212633976,0.00011082575018219766
86,8,phase1,round_3,0,D1_1,D1_1_Team4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.292190109536379e-05,2.0181488460479266e-06,0.06130110287987383,-0.03691451717084778,-0.001685431941926981,0.4725908269025142,0.3840548875046455,-0.08853593939786869,3,-8.04826666666669,84.45081081081082,72.59201342281878,-11.858797387992041,0.33346512034467174,0.0013210537585721335,48.21388557370514,-0.026516666666669745,-0.09141985683161735,0.00023208736262777418,-0.00014194756578372834
87,8,phase3,round_2,0,D1_1,D1_1_Team4,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,6.167886681884709e-05,7.344153219239544e-06,0.11907081952088337,-0.027448723177432875,-0.0008798536570926988,0.41391786069154146,0.34760667108194043,-0.06631118960960103,5,-2.6738333333333277,75.41444444444444,70.6559509202454,-4.758493524199039,0.14204090003921613,0.00028733794523282195,42.27977364848707,-0.012033333333330742,-0.06047998103591823,-0.00018778103786534683,-0.00012134803780005615
88,8,phase2,round_2,0,D1_1,D1_1_Team4,5.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,0.0001312186317798525,7.264162402229355e-06,0.055359229887540294,-0.09048159324222907,-0.0016719600550394943,0.8204910544796744,0.581659428283182,-0.23883162619649245,3,-1.120200000000008,73.39981132075472,70.76597484276729,-2.6338364779874297,0.16976138384448602,0.0006790209788869354,35.238297955265125,0.014799999999998186,0.0540251572327044,-4.50007812635776e-05,7.422075789933366e-05
89,8,phase1,round_2,0,D1_1,D1_1_Team4,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0001008435027567484,7.89940220179648e-06,0.07833327865307471,-0.06552643082190529,-0.001492091218607157,0.6641309176706266,0.49431008063246923,-0.16982083703815737,3,-1.3143500000000057,73.2383660130719,71.33823529411765,-1.9001307189542445,0.1373603612854124,0.0001186042198555295,167.9419000012909,0.016116666666667043,0.03749473166244144,0.00025011718953453645,6.176780350240446e-05
90,8,phase3,round_4,0,D1_1,D1_1_Team4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.829171062742435e-05,1.3213339885582294e-06,0.014965549757372227,-0.07247090712624327,-0.0012154266596879492,0.4257086082522881,0.24441359351363653,-0.1812950147386516,2,0.16261666666666383,68.1490909090909,68.8059090909091,0.6568181818181955,0.06483253295213917,3.893175970805739e-05,35.57882626703974,0.05516666666666628,0.14038961038961162,0.00030764422993455077,0.00022071769212244998
91,8,phase2,round_4,0,D1_1,D1_1_Team4,5.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,0.00026265580730649795,4.246653291647754e-05,0.1616813020506436,0.0014125424361829016,-0.0008175996118402272,0.34468068230278537,0.34466915037056217,-1.1531932223196595e-05,17,-2.5806000000000022,68.89519230769231,63.36617834394903,-5.529013963743282,0.1771760315444677,0.00157608553395813,26.741014485872622,-0.04326666666666397,-0.11419364102564344,0.0002925050782131016,-0.00016319985218942
92,8,phase1,round_4,0,D1_1,D1_1_Team4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.145044804119998e-05,2.81019023414471e-06,0.03450183886923783,-0.0763262024737545,-0.0012983888304795095,0.5512230888239213,0.3574286956334779,-0.19379439319044345,3,-2.979100000000004,73.24470198675498,66.5294701986755,-6.715231788079478,0.16767315144138492,0.00016155399201184364,29.779181032164225,-0.025016666666664182,-0.06622516556291558,0.00037236757582593383,-0.00010532287520101087
93,8,phase3,round_1,0,D1_1,D1_1_Team4,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0002860918933993335,2.504247914241224e-05,0.08753299104304708,-0.12769636434840193,-0.0036858438677473326,1.0309489695704168,0.7292767922435461,-0.3016721773268707,5,-12.315983333333353,88.00832214765099,69.83800000000001,-18.170322147650978,0.3414079612035349,0.0008550604947420729,36.86076689876658,-0.05213333333334073,-0.08841402337228743,-0.0004956683275751574,-0.00015610823812809262
94,8,phase2,round_1,0,D1_1,D1_1_Team4,4.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,0.00024381985796980077,3.455945591210987e-05,0.1417417604943005,-0.03174571423995111,-0.0012732180993942437,0.6318254073215376,0.5710865942905944,-0.060738813030943195,8,-6.265366666666663,89.43895953757225,64.52798850574713,-24.910971031825113,0.49536318199975754,0.0016518020599240804,16.060700255492243,-0.01124166666666853,-0.04359712230215962,-0.0002024861542735588,-8.161756133257442e-05
95,8,phase1,round_1,0,D1_1,D1_1_Team4,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,4.457113058335858e-05,2.5162862028683245e-06,0.05645551660760036,0.0006412701740957338,-0.00036557663464499763,0.3910198072660332,0.38301241108456774,-0.008007396181465454,4,-1.071255952380964,70.90241071428571,67.39562500000001,-3.506785714285698,0.09940539103759817,0.00041166286400058725,61.16911353836524,-0.021708333333334516,-0.1069050279329602,4.131148110196491e-05,-0.00010177058795818935
96,9,phase3,round_3,1,D1_1,D1_1_Team2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.9973840463555e-05,7.514685467858142e-06,0.12529938736247312,-0.015122767086164987,-0.0005984115243551091,0.35368121097024285,0.30783698677083166,-0.0458442241994112,6,-1.185483333333331,85.68826666666665,82.8432450331126,-2.8450216335540546,0.14835542906592025,0.00023091327628151082,48.97619549503747,0.04326249999999875,0.12372093023255815,-0.00010934217607945753,0.00018051547493598164
97,9,phase2,round_3,1,D1_1,D1_1_Team2,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.00013219453735601727,3.055179070231911e-05,0.23111235390944423,-0.014136643825015812,-0.0009524456973991511,0.43404688545986136,0.42004815929975836,-0.013998726160103003,7,-0.012566666666666523,79.56624203821656,80.385,0.8187579617834473,0.2308279200235976,0.0009025023233873718,24.827002659480076,0.030050000000000583,0.08171701112878083,5.625097657928938e-06,0.00013214112387192542
98,9,phase1,round_3,1,D1_1,D1_1_Team2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,5.038005001030054e-05,3.444571441370271e-05,0.6837173525365705,-0.012180796606042012,-0.0016582848932986042,0.5131394579537792,0.49112601822251983,-0.02201343973125941,6,-5.7998000000000225,88.64466216216216,77.49691275167784,-11.147749410484323,0.2997380613225578,0.00047901065525708745,61.81694327820543,0.011983333333333302,0.0663299663299668,-0.00011652980086467897,0.00011484497855278118
99,9,phase3,round_2,1,D1_1,D1_1_Team2,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,8.163331248619818e-05,0.00011018130984709745,1.3497101427278957,-0.0037720928402806874,-0.0006084206535800179,0.2930779977084459,0.2941292790925417,0.0010512813840958257,8,-1.021416666666671,84.65652694610777,82.52511904761903,-2.131407898488746,0.09821612487585091,9.372793784669816e-05,64.07512969694211,0.06911249999999937,0.21274626865671564,0.00021110175523876361,0.0003052391954048994
100,9,phase2,round_2,1,D1_1,D1_1_Team2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,8.168058954415453e-05,1.738463785924478e-05,0.21283683132388595,-0.007135743647623075,-0.0007345788898531343,0.36577289343399544,0.34295213049627793,-0.02282076293771751,8,-0.5223000000000015,83.85559748427673,84.71264150943396,0.8570440251572364,0.1607651264034208,0.00026796457311925554,56.244136740205455,0.07129166666667025,0.18610097449720087,0.000277956214517587,0.00029197326812314847
101,9,phase1,round_2,1,D1_1,D1_1_Team2,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,7.03479905013769e-05,2.3632223172504335e-05,0.33593316602329654,-0.004356249746745844,-0.0009201589693313653,0.4987733117395839,0.4804334751228856,-0.018339836616698302,11,-0.1590666666666698,85.99019607843137,84.92274509803921,-1.0674509803921524,0.14929341777239852,0.0003137446785080152,70.53395603967029,0.06203333333333089,0.1641875795599148,0.0006123717425649213,0.0002543893906001108
102,9,phase3,round_4,1,D1_1,D1_1_Team2,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.7291905115913863e-06,1.7119558573048316e-06,0.45906902637008895,0.004300476455220316,-0.000801428077914008,0.5116273555005321,0.5200388212896979,0.00841146578916585,3,0.2848666666666661,89.49552631578948,89.2408552631579,-0.2546710526315792,0.1504152667625447,0.00020845846607300326,38.55346960920746,-0.027883333333330543,-0.06151315789473699,-0.00027819927429297963,-0.000117712950015538
103,9,phase2,round_4,1,D1_1,D1_1_Team2,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,4.519546332946638e-06,1.5747756006542732e-06,0.348436653735455,0.001071694448588763,-0.0010080105212808689,0.4816675176723777,0.48399516141492815,0.002327643742550456,3,-0.17528333333333965,82.74466666666666,81.34684848484848,-1.397818181818181,0.2252124967514217,0.000309132024573849,18.600458738663033,0.01705000000000628,0.041575757575763816,0.0003039636104792315,5.9595993799338214e-05
104,9,phase1,round_4,1,D1_1,D1_1_Team2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,3.604823117454528e-05,3.1387543229557158e-06,0.08707096633279703,-0.01186595356158518,-0.0009893164258692809,0.49806460206253483,0.4567900116125419,-0.04127459044999293,4,-1.0781666666666707,84.70361963190184,82.81355828220859,-1.890061349693255,0.1515164372905816,0.00022572217659988582,24.02613766174637,0.0387250000000047,0.11341565123971975,-4.217087102213251e-05,0.00017275958276105347
105,9,phase3,round_1,1,D1_1,D1_1_Team2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,6.259043749186363e-05,1.0247299426465117e-05,0.1637198881665782,-0.0031918332328031533,-0.0010761859274926048,0.28111707746438813,0.2815692204171699,0.0004521429527817866,3,-0.44453809523809423,86.09156756756757,85.74794594594594,-0.34362162162162235,0.1458281648329176,0.0002045058093395971,117.83836820671065,0.05044285714285501,0.1524864864864881,-0.00041332314797132904,0.00020823655194108403
106,9,phase2,round_1,1,D1_1,D1_1_Team2,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.1424707089835212e-05,3.697497080626313e-06,0.3236404269756771,0.004617628392869751,-0.0004806304808383925,0.39391384445240746,0.40886446874843996,0.0149506242960325,5,-0.2990380952380953,84.30071428571428,86.21066326530612,1.9099489795918458,0.2114273741189968,0.000601192113059896,49.6026125884073,0.10109047619047772,0.3118481703026035,0.0006537960728484352,0.00039124615656911503
